Pipeline	Screen	TP	FN	FN+FP	affected
AA10.2	HYPRO	0	3	0	3
AA10.2	IVA	34	5	1	40
AA10.2	LCHAD	9	0	0	9
AA10.2	MAL	2	4	0	6
AA10.2	MCAD	162	11	1	174
AA10.2	MCD	2	3	0	5
AA10.2	MSUD	22	3	0	25
AA10.2	OTC	13	3	0	16
AA10.2	PA/MMA	74	15	1	90
AA10.2	PKU	123	8	0	131
AA10.2	RMD	3	0	0	3
AA10.2	SCAD	40	41	3	84
AA10.2	TFP	4	0	0	4
AA10.2	TYRO1	7	0	0	7
AA10.2	VLCAD	41	6	0	47
test_AA10.7_filter1	3MCC	7	20	0	27
test_AA10.7_filter1	ARG	1	2	0	3
test_AA10.7_filter1	BKT	0	2	0	2
test_AA10.7_filter1	CIT	12	11	0	23
test_AA10.7_filter1	CPT I	1	0	0	1
test_AA10.7_filter1	CPT II	3	5	0	8
test_AA10.7_filter1	CTD	16	16	2	34
test_AA10.7_filter1	GA-I	17	14	0	31
test_AA10.7_filter1	GA2	3	4	0	7
test_AA10.7_filter1	HCY	4	5	1	10
test_AA10.7_filter1	HYPRO	0	2	0	2
test_AA10.7_filter1	IVA	14	17	2	33
test_AA10.7_filter1	LCHAD	5	4	0	9
test_AA10.7_filter1	MAL	1	5	0	6
test_AA10.7_filter1	MCAD	79	62	2	143
test_AA10.7_filter1	MCD	1	2	0	3
test_AA10.7_filter1	MSUD	8	14	0	22
test_AA10.7_filter1	OTC	7	2	0	9
test_AA10.7_filter1	PA/MMA	48	25	0	73
test_AA10.7_filter1	PKU	72	7	0	79
test_AA10.7_filter1	RMD	1	0	0	1
test_AA10.7_filter1	SCAD	15	46	2	63
test_AA10.7_filter1	TFP	1	2	0	3
test_AA10.7_filter1	TYRO1	6	1	0	7
test_AA10.7_filter1	VLCAD	18	21	0	39
val_AA10.7_filter2	3MCC	3	12	0	15
val_AA10.7_filter2	BKT	0	1	0	1
val_AA10.7_filter2	CIT	3	3	0	6
val_AA10.7_filter2	CTD	7	2	0	9
val_AA10.7_filter2	GA-I	0	1	0	1
val_AA10.7_filter2	GA2	2	2	0	4
val_AA10.7_filter2	HCY	1	0	0	1
val_AA10.7_filter2	IVA	1	2	0	3
val_AA10.7_filter2	MCAD	5	12	0	17
val_AA10.7_filter2	MCD	0	1	0	1
val_AA10.7_filter2	MSUD	1	2	0	3
val_AA10.7_filter2	OTC	1	4	0	5
val_AA10.7_filter2	PA/MMA	6	3	0	9
val_AA10.7_filter2	PKU	37	2	0	39
val_AA10.7_filter2	SCAD	6	11	0	17
val_AA10.7_filter2	TFP	0	1	0	1
val_AA10.7_filter2	VLCAD	3	2	0	5
val_AA10.5	3MCC	3	12	0	15
val_AA10.5	BKT	0	1	0	1
val_AA10.5	CIT	4	3	0	7
val_AA10.5	CTD	7	2	0	9
val_AA10.5	GA-I	0	1	0	1
val_AA10.5	GA2	2	2	0	4
val_AA10.5	HCY	1	0	0	1
val_AA10.5	IVA	3	0	0	3
val_AA10.5	MCAD	5	12	0	17
val_AA10.5	MCD	0	1	0	1
val_AA10.5	MSUD	1	2	0	3
val_AA10.5	OTC	2	3	0	5
val_AA10.5	PA/MMA	7	2	0	9
val_AA10.5	PKU	37	2	0	39
val_AA10.5	SCAD	6	11	0	17
val_AA10.5	TFP	0	1	0	1
val_AA10.5	VLCAD	3	2	0	5
AA10.8_filter1	3MCC	10	32	0	42
AA10.8_filter1	ARG	1	2	0	3
AA10.8_filter1	BKT	0	3	0	3
AA10.8_filter1	CIT	15	14	0	29
AA10.8_filter1	CPT I	1	0	0	1
AA10.8_filter1	CPT II	3	5	0	8
AA10.8_filter1	CTD	20	22	1	43
AA10.8_filter1	GA-I	17	15	0	32
AA10.8_filter1	GA2	5	6	0	11
AA10.8_filter1	HCY	2	8	1	11
AA10.8_filter1	HYPRO	0	2	0	2
AA10.8_filter1	IVA	15	20	1	36
AA10.8_filter1	LCHAD	5	4	0	9
AA10.8_filter1	MAL	1	5	0	6
AA10.8_filter1	MCAD	83	77	0	160
AA10.8_filter1	MCD	1	3	0	4
AA10.8_filter1	MSUD	9	16	0	25
AA10.8_filter1	OTC	8	6	0	14
AA10.8_filter1	PA/MMA	52	30	0	82
AA10.8_filter1	PKU	106	12	0	118
AA10.8_filter1	RMD	1	0	0	1
AA10.8_filter1	SCAD	8	72	0	80
AA10.8_filter1	TFP	1	3	0	4
AA10.8_filter1	TYRO1	6	1	0	7
AA10.8_filter1	VLCAD	21	23	0	44
test_AA10.5_batch3	3MCC	6	11	0	17
test_AA10.5_batch3	ARG	1	1	0	2
test_AA10.5_batch3	BKT	0	2	0	2
test_AA10.5_batch3	CIT	9	8	0	17
test_AA10.5_batch3	CPT II	3	4	0	7
test_AA10.5_batch3	CTD	12	16	2	30
test_AA10.5_batch3	GA-I	14	12	1	27
test_AA10.5_batch3	GA2	3	3	0	6
test_AA10.5_batch3	HCY	4	5	1	10
test_AA10.5_batch3	HYPRO	0	3	0	3
test_AA10.5_batch3	IVA	11	12	1	24
test_AA10.5_batch3	LCHAD	4	3	0	7
test_AA10.5_batch3	MAL	1	4	0	5
test_AA10.5_batch3	MCAD	64	50	3	117
test_AA10.5_batch3	MCD	1	3	0	4
test_AA10.5_batch3	MSUD	8	11	0	19
test_AA10.5_batch3	OTC	4	0	0	4
test_AA10.5_batch3	PA/MMA	43	24	0	67
test_AA10.5_batch3	PKU	25	6	0	31
test_AA10.5_batch3	SCAD	11	24	1	36
test_AA10.5_batch3	TFP	1	1	0	2
test_AA10.5_batch3	TYRO1	5	1	0	6
test_AA10.5_batch3	VLCAD	19	18	0	37
val_AA10.6.NonSyn.005	3MCC	8	7	0	15
val_AA10.6.NonSyn.005	BKT	1	0	0	1
val_AA10.6.NonSyn.005	CIT	3	3	1	7
val_AA10.6.NonSyn.005	CTD	4	4	1	9
val_AA10.6.NonSyn.005	GA-I	1	0	0	1
val_AA10.6.NonSyn.005	GA2	3	1	0	4
val_AA10.6.NonSyn.005	HCY	0	1	0	1
val_AA10.6.NonSyn.005	IVA	1	2	0	3
val_AA10.6.NonSyn.005	MCAD	14	3	0	17
val_AA10.6.NonSyn.005	MCD	0	1	0	1
val_AA10.6.NonSyn.005	MSUD	1	1	1	3
val_AA10.6.NonSyn.005	OTC	3	2	0	5
val_AA10.6.NonSyn.005	PA/MMA	3	6	0	9
val_AA10.6.NonSyn.005	PKU	22	17	0	39
val_AA10.6.NonSyn.005	SCAD	8	9	0	17
val_AA10.6.NonSyn.005	TFP	0	1	0	1
val_AA10.6.NonSyn.005	VLCAD	2	3	0	5
AA10.2_filter3	3MCC	25	7	1	33
AA10.2_filter3	ARG	3	0	0	3
AA10.2_filter3	BKT	2	0	0	2
AA10.2_filter3	CIT	23	4	0	27
AA10.2_filter3	CPT I	1	0	0	1
AA10.2_filter3	CPT II	3	3	0	6
AA10.2_filter3	CTD	29	7	2	38
AA10.2_filter3	GA-I	24	4	0	28
AA10.2_filter3	GA2	8	1	0	9
AA10.2_filter3	HCY	7	1	1	9
AA10.2_filter3	HYPRO	0	2	0	2
AA10.2_filter3	IVA	24	4	1	29
AA10.2_filter3	LCHAD	7	0	0	7
AA10.2_filter3	MAL	2	4	0	6
AA10.2_filter3	MCAD	128	11	1	140
AA10.2_filter3	MCD	2	2	0	4
AA10.2_filter3	MSUD	18	2	0	20
AA10.2_filter3	OTC	9	0	0	9
AA10.2_filter3	PA/MMA	60	12	1	73
AA10.2_filter3	PKU	83	5	0	88
AA10.2_filter3	SCAD	33	32	2	67
AA10.2_filter3	TFP	4	0	0	4
AA10.2_filter3	TYRO1	6	0	0	6
AA10.2_filter3	VLCAD	33	6	0	39
val_AA10.6.NonSyn.005_batch1	3MCC	8	7	0	15
val_AA10.6.NonSyn.005_batch1	BKT	1	0	0	1
val_AA10.6.NonSyn.005_batch1	CIT	3	3	1	7
val_AA10.6.NonSyn.005_batch1	CTD	4	4	1	9
val_AA10.6.NonSyn.005_batch1	GA-I	1	0	0	1
val_AA10.6.NonSyn.005_batch1	GA2	3	1	0	4
val_AA10.6.NonSyn.005_batch1	HCY	0	1	0	1
val_AA10.6.NonSyn.005_batch1	IVA	1	2	0	3
val_AA10.6.NonSyn.005_batch1	MCAD	14	3	0	17
val_AA10.6.NonSyn.005_batch1	MCD	0	1	0	1
val_AA10.6.NonSyn.005_batch1	MSUD	1	1	1	3
val_AA10.6.NonSyn.005_batch1	OTC	3	2	0	5
val_AA10.6.NonSyn.005_batch1	PA/MMA	3	6	0	9
val_AA10.6.NonSyn.005_batch1	PKU	22	17	0	39
val_AA10.6.NonSyn.005_batch1	SCAD	8	9	0	17
val_AA10.6.NonSyn.005_batch1	TFP	0	1	0	1
val_AA10.6.NonSyn.005_batch1	VLCAD	2	3	0	5
test_AA10.6_filter1	3MCC	17	9	1	27
test_AA10.6_filter1	ARG	3	0	0	3
test_AA10.6_filter1	BKT	2	0	0	2
test_AA10.6_filter1	CIT	21	2	0	23
test_AA10.6_filter1	CPT I	1	0	0	1
test_AA10.6_filter1	CPT II	5	3	0	8
test_AA10.6_filter1	CTD	24	8	2	34
test_AA10.6_filter1	GA-I	27	4	0	31
test_AA10.6_filter1	GA2	6	1	0	7
test_AA10.6_filter1	HCY	6	2	2	10
test_AA10.6_filter1	HYPRO	0	2	0	2
test_AA10.6_filter1	IVA	26	6	1	33
test_AA10.6_filter1	LCHAD	9	0	0	9
test_AA10.6_filter1	MAL	2	4	0	6
test_AA10.6_filter1	MCAD	126	16	1	143
test_AA10.6_filter1	MCD	1	2	0	3
test_AA10.6_filter1	MSUD	18	3	1	22
test_AA10.6_filter1	OTC	8	1	0	9
test_AA10.6_filter1	PA/MMA	58	14	1	73
test_AA10.6_filter1	PKU	73	6	0	79
test_AA10.6_filter1	RMD	1	0	0	1
test_AA10.6_filter1	SCAD	31	30	2	63
test_AA10.6_filter1	TFP	3	0	0	3
test_AA10.6_filter1	TYRO1	7	0	0	7
test_AA10.6_filter1	VLCAD	31	8	0	39
test_AA10.8_batch2	3MCC	2	11	0	13
test_AA10.8_batch2	ARG	1	1	0	2
test_AA10.8_batch2	CIT	5	4	0	9
test_AA10.8_batch2	CPT I	1	0	0	1
test_AA10.8_batch2	CPT II	0	1	0	1
test_AA10.8_batch2	CTD	2	6	0	8
test_AA10.8_batch2	GA-I	6	2	0	8
test_AA10.8_batch2	GA2	0	2	0	2
test_AA10.8_batch2	HCY	0	1	0	1
test_AA10.8_batch2	IVA	7	6	0	13
test_AA10.8_batch2	LCHAD	1	1	0	2
test_AA10.8_batch2	MAL	0	1	0	1
test_AA10.8_batch2	MCAD	23	17	0	40
test_AA10.8_batch2	MSUD	2	1	0	3
test_AA10.8_batch2	OTC	3	4	0	7
test_AA10.8_batch2	PA/MMA	11	3	0	14
test_AA10.8_batch2	PKU	58	3	0	61
test_AA10.8_batch2	RMD	3	0	0	3
test_AA10.8_batch2	SCAD	4	27	0	31
test_AA10.8_batch2	TFP	0	1	0	1
test_AA10.8_batch2	TYRO1	1	0	0	1
test_AA10.8_batch2	VLCAD	1	4	0	5
test_AA10.3	3MCC	19	10	1	30
test_AA10.3	ARG	4	0	0	4
test_AA10.3	BKT	2	0	0	2
test_AA10.3	CIT	23	3	0	26
test_AA10.3	CPT I	1	0	0	1
test_AA10.3	CPT II	5	3	0	8
test_AA10.3	CTD	27	9	2	38
test_AA10.3	GA-I	30	4	1	35
test_AA10.3	GA2	6	2	0	8
test_AA10.3	HCY	8	2	1	11
test_AA10.3	HYPRO	0	3	0	3
test_AA10.3	IVA	30	6	1	37
test_AA10.3	LCHAD	9	0	0	9
test_AA10.3	MAL	2	4	0	6
test_AA10.3	MCAD	145	12	0	157
test_AA10.3	MCD	1	3	0	4
test_AA10.3	MSUD	19	3	0	22
test_AA10.3	OTC	9	2	0	11
test_AA10.3	PA/MMA	64	16	1	81
test_AA10.3	PKU	84	8	0	92
test_AA10.3	RMD	3	0	0	3
test_AA10.3	SCAD	31	33	3	67
test_AA10.3	TFP	3	0	0	3
test_AA10.3	TYRO1	7	0	0	7
test_AA10.3	VLCAD	36	6	0	42
AA10.6_filter3	3MCC	25	7	1	33
AA10.6_filter3	ARG	3	0	0	3
AA10.6_filter3	BKT	2	0	0	2
AA10.6_filter3	CIT	23	4	0	27
AA10.6_filter3	CPT I	1	0	0	1
AA10.6_filter3	CPT II	3	3	0	6
AA10.6_filter3	CTD	28	8	2	38
AA10.6_filter3	GA-I	24	4	0	28
AA10.6_filter3	GA2	8	1	0	9
AA10.6_filter3	HCY	5	3	1	9
AA10.6_filter3	HYPRO	0	2	0	2
AA10.6_filter3	IVA	21	7	1	29
AA10.6_filter3	LCHAD	7	0	0	7
AA10.6_filter3	MAL	2	4	0	6
AA10.6_filter3	MCAD	123	16	1	140
AA10.6_filter3	MCD	2	2	0	4
AA10.6_filter3	MSUD	17	3	0	20
AA10.6_filter3	OTC	8	1	0	9
AA10.6_filter3	PA/MMA	57	15	1	73
AA10.6_filter3	PKU	82	6	0	88
AA10.6_filter3	SCAD	33	33	1	67
AA10.6_filter3	TFP	4	0	0	4
AA10.6_filter3	TYRO1	6	0	0	6
AA10.6_filter3	VLCAD	31	8	0	39
AA10.4_filter2	3MCC	30	10	1	41
AA10.4_filter2	ARG	3	0	0	3
AA10.4_filter2	BKT	3	0	0	3
AA10.4_filter2	CIT	24	4	0	28
AA10.4_filter2	CPT I	1	0	0	1
AA10.4_filter2	CPT II	5	3	0	8
AA10.4_filter2	CTD	32	8	2	42
AA10.4_filter2	GA-I	27	4	0	31
AA10.4_filter2	GA2	9	2	0	11
AA10.4_filter2	HCY	5	3	2	10
AA10.4_filter2	HYPRO	0	2	0	2
AA10.4_filter2	IVA	28	5	1	34
AA10.4_filter2	LCHAD	9	0	0	9
AA10.4_filter2	MAL	2	4	0	6
AA10.4_filter2	MCAD	139	14	2	155
AA10.4_filter2	MCD	2	2	0	4
AA10.4_filter2	MSUD	21	3	1	25
AA10.4_filter2	OTC	12	2	0	14
AA10.4_filter2	PA/MMA	64	14	1	79
AA10.4_filter2	PKU	108	7	0	115
AA10.4_filter2	RMD	1	0	0	1
AA10.4_filter2	SCAD	37	38	2	77
AA10.4_filter2	TFP	4	0	0	4
AA10.4_filter2	TYRO1	6	0	0	6
AA10.4_filter2	VLCAD	32	9	0	41
AA10.2_filter4	3MCC	20	4	0	24
AA10.2_filter4	ARG	1	0	0	1
AA10.2_filter4	BKT	2	0	0	2
AA10.2_filter4	CIT	16	3	0	19
AA10.2_filter4	CPT II	3	3	0	6
AA10.2_filter4	CTD	25	6	2	33
AA10.2_filter4	GA-I	21	3	0	24
AA10.2_filter4	GA2	7	0	0	7
AA10.2_filter4	HCY	6	1	1	8
AA10.2_filter4	HYPRO	0	1	0	1
AA10.2_filter4	IVA	17	4	1	22
AA10.2_filter4	LCHAD	6	0	0	6
AA10.2_filter4	MAL	2	1	0	3
AA10.2_filter4	MCAD	98	10	1	109
AA10.2_filter4	MCD	2	2	0	4
AA10.2_filter4	MSUD	10	2	0	12
AA10.2_filter4	OTC	8	0	0	8
AA10.2_filter4	PA/MMA	49	11	1	61
AA10.2_filter4	PKU	53	4	0	57
AA10.2_filter4	SCAD	29	16	1	46
AA10.2_filter4	TFP	4	0	0	4
AA10.2_filter4	TYRO1	6	0	0	6
AA10.2_filter4	VLCAD	25	6	0	31
test_AA10.1_filter2	3MCC	16	9	1	26
test_AA10.1_filter2	ARG	3	0	0	3
test_AA10.1_filter2	BKT	2	0	0	2
test_AA10.1_filter2	CIT	20	2	0	22
test_AA10.1_filter2	CPT I	1	0	0	1
test_AA10.1_filter2	CPT II	5	3	0	8
test_AA10.1_filter2	CTD	24	7	2	33
test_AA10.1_filter2	GA-I	26	4	0	30
test_AA10.1_filter2	GA2	6	1	0	7
test_AA10.1_filter2	HCY	7	1	1	9
test_AA10.1_filter2	HYPRO	0	2	0	2
test_AA10.1_filter2	IVA	25	5	1	31
test_AA10.1_filter2	LCHAD	9	0	0	9
test_AA10.1_filter2	MAL	2	4	0	6
test_AA10.1_filter2	MCAD	127	10	1	138
test_AA10.1_filter2	MCD	1	2	0	3
test_AA10.1_filter2	MSUD	19	3	0	22
test_AA10.1_filter2	OTC	8	1	0	9
test_AA10.1_filter2	PA/MMA	56	13	1	70
test_AA10.1_filter2	PKU	71	5	0	76
test_AA10.1_filter2	RMD	1	0	0	1
test_AA10.1_filter2	SCAD	28	29	3	60
test_AA10.1_filter2	TFP	3	0	0	3
test_AA10.1_filter2	TYRO1	6	0	0	6
test_AA10.1_filter2	VLCAD	30	6	0	36
AA10.1_filter1	3MCC	31	10	1	42
AA10.1_filter1	ARG	3	0	0	3
AA10.1_filter1	BKT	3	0	0	3
AA10.1_filter1	CIT	25	4	0	29
AA10.1_filter1	CPT I	1	0	0	1
AA10.1_filter1	CPT II	5	3	0	8
AA10.1_filter1	CTD	34	7	2	43
AA10.1_filter1	GA-I	28	4	0	32
AA10.1_filter1	GA2	9	2	0	11
AA10.1_filter1	HCY	9	1	1	11
AA10.1_filter1	HYPRO	0	2	0	2
AA10.1_filter1	IVA	30	5	1	36
AA10.1_filter1	LCHAD	9	0	0	9
AA10.1_filter1	MAL	2	4	0	6
AA10.1_filter1	MCAD	148	11	1	160
AA10.1_filter1	MCD	2	2	0	4
AA10.1_filter1	MSUD	21	4	0	25
AA10.1_filter1	OTC	12	2	0	14
AA10.1_filter1	PA/MMA	68	13	1	82
AA10.1_filter1	PKU	112	6	0	118
AA10.1_filter1	RMD	1	0	0	1
AA10.1_filter1	SCAD	40	37	3	80
AA10.1_filter1	TFP	4	0	0	4
AA10.1_filter1	TYRO1	7	0	0	7
AA10.1_filter1	VLCAD	38	6	0	44
val_AA10.6_filter4	3MCC	11	0	0	11
val_AA10.6_filter4	CIT	3	2	0	5
val_AA10.6_filter4	CTD	9	0	0	9
val_AA10.6_filter4	GA-I	1	0	0	1
val_AA10.6_filter4	GA2	2	0	0	2
val_AA10.6_filter4	HCY	0	1	0	1
val_AA10.6_filter4	IVA	0	2	0	2
val_AA10.6_filter4	MCAD	11	1	0	12
val_AA10.6_filter4	MCD	1	0	0	1
val_AA10.6_filter4	MSUD	1	1	0	2
val_AA10.6_filter4	OTC	2	1	0	3
val_AA10.6_filter4	PA/MMA	7	2	0	9
val_AA10.6_filter4	PKU	31	1	0	32
val_AA10.6_filter4	SCAD	8	7	0	15
val_AA10.6_filter4	TFP	1	0	0	1
val_AA10.6_filter4	VLCAD	4	0	0	4
val_AA10.6.NonSyn.005_filter1	3MCC	8	7	0	15
val_AA10.6.NonSyn.005_filter1	BKT	1	0	0	1
val_AA10.6.NonSyn.005_filter1	CIT	2	3	1	6
val_AA10.6.NonSyn.005_filter1	CTD	4	4	1	9
val_AA10.6.NonSyn.005_filter1	GA-I	1	0	0	1
val_AA10.6.NonSyn.005_filter1	GA2	3	1	0	4
val_AA10.6.NonSyn.005_filter1	HCY	0	1	0	1
val_AA10.6.NonSyn.005_filter1	IVA	1	2	0	3
val_AA10.6.NonSyn.005_filter1	MCAD	14	3	0	17
val_AA10.6.NonSyn.005_filter1	MCD	0	1	0	1
val_AA10.6.NonSyn.005_filter1	MSUD	1	1	1	3
val_AA10.6.NonSyn.005_filter1	OTC	3	2	0	5
val_AA10.6.NonSyn.005_filter1	PA/MMA	3	6	0	9
val_AA10.6.NonSyn.005_filter1	PKU	22	17	0	39
val_AA10.6.NonSyn.005_filter1	SCAD	8	9	0	17
val_AA10.6.NonSyn.005_filter1	TFP	0	1	0	1
val_AA10.6.NonSyn.005_filter1	VLCAD	2	3	0	5
AA10.1_filter4	3MCC	20	4	0	24
AA10.1_filter4	ARG	1	0	0	1
AA10.1_filter4	BKT	2	0	0	2
AA10.1_filter4	CIT	16	3	0	19
AA10.1_filter4	CPT II	3	3	0	6
AA10.1_filter4	CTD	25	6	2	33
AA10.1_filter4	GA-I	21	3	0	24
AA10.1_filter4	GA2	7	0	0	7
AA10.1_filter4	HCY	6	1	1	8
AA10.1_filter4	HYPRO	0	1	0	1
AA10.1_filter4	IVA	17	4	1	22
AA10.1_filter4	LCHAD	6	0	0	6
AA10.1_filter4	MAL	2	1	0	3
AA10.1_filter4	MCAD	98	10	1	109
AA10.1_filter4	MCD	2	2	0	4
AA10.1_filter4	MSUD	10	2	0	12
AA10.1_filter4	OTC	8	0	0	8
AA10.1_filter4	PA/MMA	49	11	1	61
AA10.1_filter4	PKU	53	4	0	57
AA10.1_filter4	SCAD	29	16	1	46
AA10.1_filter4	TFP	4	0	0	4
AA10.1_filter4	TYRO1	6	0	0	6
AA10.1_filter4	VLCAD	25	6	0	31
val_AA10.8_filter4	3MCC	3	8	0	11
val_AA10.8_filter4	CIT	3	2	0	5
val_AA10.8_filter4	CTD	5	4	0	9
val_AA10.8_filter4	GA-I	0	1	0	1
val_AA10.8_filter4	GA2	1	1	0	2
val_AA10.8_filter4	HCY	0	1	0	1
val_AA10.8_filter4	IVA	0	2	0	2
val_AA10.8_filter4	MCAD	4	8	0	12
val_AA10.8_filter4	MCD	0	1	0	1
val_AA10.8_filter4	MSUD	0	2	0	2
val_AA10.8_filter4	OTC	1	2	0	3
val_AA10.8_filter4	PA/MMA	5	4	0	9
val_AA10.8_filter4	PKU	29	3	0	32
val_AA10.8_filter4	SCAD	2	13	0	15
val_AA10.8_filter4	TFP	0	1	0	1
val_AA10.8_filter4	VLCAD	2	2	0	4
test_AA10.6.NonSyn.02_batch2	3MCC	6	5	2	13
test_AA10.6.NonSyn.02_batch2	ARG	0	1	1	2
test_AA10.6.NonSyn.02_batch2	CIT	6	2	1	9
test_AA10.6.NonSyn.02_batch2	CPT I	0	1	0	1
test_AA10.6.NonSyn.02_batch2	CPT II	0	1	0	1
test_AA10.6.NonSyn.02_batch2	CTD	6	2	0	8
test_AA10.6.NonSyn.02_batch2	GA-I	5	3	0	8
test_AA10.6.NonSyn.02_batch2	GA2	0	2	0	2
test_AA10.6.NonSyn.02_batch2	HCY	1	0	0	1
test_AA10.6.NonSyn.02_batch2	IVA	10	2	1	13
test_AA10.6.NonSyn.02_batch2	LCHAD	0	1	1	2
test_AA10.6.NonSyn.02_batch2	MAL	0	1	0	1
test_AA10.6.NonSyn.02_batch2	MCAD	32	8	0	40
test_AA10.6.NonSyn.02_batch2	MSUD	2	1	0	3
test_AA10.6.NonSyn.02_batch2	OTC	3	4	0	7
test_AA10.6.NonSyn.02_batch2	PA/MMA	4	9	1	14
test_AA10.6.NonSyn.02_batch2	PKU	27	33	1	61
test_AA10.6.NonSyn.02_batch2	RMD	1	2	0	3
test_AA10.6.NonSyn.02_batch2	SCAD	7	22	2	31
test_AA10.6.NonSyn.02_batch2	TFP	0	1	0	1
test_AA10.6.NonSyn.02_batch2	TYRO1	1	0	0	1
test_AA10.6.NonSyn.02_batch2	VLCAD	2	3	0	5
AA10.8_filter3	3MCC	8	25	0	33
AA10.8_filter3	ARG	1	2	0	3
AA10.8_filter3	BKT	0	2	0	2
AA10.8_filter3	CIT	14	13	0	27
AA10.8_filter3	CPT I	1	0	0	1
AA10.8_filter3	CPT II	2	4	0	6
AA10.8_filter3	CTD	18	19	1	38
AA10.8_filter3	GA-I	13	15	0	28
AA10.8_filter3	GA2	4	5	0	9
AA10.8_filter3	HCY	2	6	1	9
AA10.8_filter3	HYPRO	0	2	0	2
AA10.8_filter3	IVA	12	16	1	29
AA10.8_filter3	LCHAD	4	3	0	7
AA10.8_filter3	MAL	1	5	0	6
AA10.8_filter3	MCAD	71	69	0	140
AA10.8_filter3	MCD	1	3	0	4
AA10.8_filter3	MSUD	5	15	0	20
AA10.8_filter3	OTC	7	2	0	9
AA10.8_filter3	PA/MMA	45	28	0	73
AA10.8_filter3	PKU	77	11	0	88
AA10.8_filter3	SCAD	4	63	0	67
AA10.8_filter3	TFP	1	3	0	4
AA10.8_filter3	TYRO1	5	1	0	6
AA10.8_filter3	VLCAD	19	20	0	39
test_AA10.3_batch3	3MCC	13	4	0	17
test_AA10.3_batch3	ARG	2	0	0	2
test_AA10.3_batch3	BKT	2	0	0	2
test_AA10.3_batch3	CIT	16	1	0	17
test_AA10.3_batch3	CPT II	5	2	0	7
test_AA10.3_batch3	CTD	20	8	2	30
test_AA10.3_batch3	GA-I	22	4	1	27
test_AA10.3_batch3	GA2	5	1	0	6
test_AA10.3_batch3	HCY	7	2	1	10
test_AA10.3_batch3	HYPRO	0	3	0	3
test_AA10.3_batch3	IVA	17	6	1	24
test_AA10.3_batch3	LCHAD	7	0	0	7
test_AA10.3_batch3	MAL	2	3	0	5
test_AA10.3_batch3	MCAD	105	12	0	117
test_AA10.3_batch3	MCD	1	3	0	4
test_AA10.3_batch3	MSUD	16	3	0	19
test_AA10.3_batch3	OTC	4	0	0	4
test_AA10.3_batch3	PA/MMA	51	15	1	67
test_AA10.3_batch3	PKU	25	6	0	31
test_AA10.3_batch3	SCAD	22	12	2	36
test_AA10.3_batch3	TFP	2	0	0	2
test_AA10.3_batch3	TYRO1	6	0	0	6
test_AA10.3_batch3	VLCAD	31	6	0	37
test_AA10.6.NonSyn.005_filter2	3MCC	10	15	1	26
test_AA10.6.NonSyn.005_filter2	ARG	1	1	1	3
test_AA10.6.NonSyn.005_filter2	BKT	0	2	0	2
test_AA10.6.NonSyn.005_filter2	CIT	15	7	0	22
test_AA10.6.NonSyn.005_filter2	CPT I	0	1	0	1
test_AA10.6.NonSyn.005_filter2	CPT II	1	7	0	8
test_AA10.6.NonSyn.005_filter2	CTD	15	16	2	33
test_AA10.6.NonSyn.005_filter2	GA-I	19	11	0	30
test_AA10.6.NonSyn.005_filter2	GA2	4	3	0	7
test_AA10.6.NonSyn.005_filter2	HCY	4	3	2	9
test_AA10.6.NonSyn.005_filter2	HYPRO	0	2	0	2
test_AA10.6.NonSyn.005_filter2	IVA	16	13	2	31
test_AA10.6.NonSyn.005_filter2	LCHAD	2	7	0	9
test_AA10.6.NonSyn.005_filter2	MAL	1	5	0	6
test_AA10.6.NonSyn.005_filter2	MCAD	103	34	1	138
test_AA10.6.NonSyn.005_filter2	MCD	1	2	0	3
test_AA10.6.NonSyn.005_filter2	MSUD	12	9	1	22
test_AA10.6.NonSyn.005_filter2	OTC	6	3	0	9
test_AA10.6.NonSyn.005_filter2	PA/MMA	17	51	2	70
test_AA10.6.NonSyn.005_filter2	PKU	36	39	1	76
test_AA10.6.NonSyn.005_filter2	RMD	1	0	0	1
test_AA10.6.NonSyn.005_filter2	SCAD	22	37	1	60
test_AA10.6.NonSyn.005_filter2	TFP	1	2	0	3
test_AA10.6.NonSyn.005_filter2	TYRO1	3	3	0	6
test_AA10.6.NonSyn.005_filter2	VLCAD	19	17	0	36
AA10.3	3MCC	33	11	1	45
AA10.3	ARG	4	0	0	4
AA10.3	BKT	3	0	0	3
AA10.3	CIT	28	5	0	33
AA10.3	CPT I	1	0	0	1
AA10.3	CPT II	5	3	0	8
AA10.3	CTD	36	9	2	47
AA10.3	GA-I	31	4	1	36
AA10.3	GA2	9	3	0	12
AA10.3	HCY	9	2	1	12
AA10.3	HYPRO	0	3	0	3
AA10.3	IVA	31	8	1	40
AA10.3	LCHAD	9	0	0	9
AA10.3	MAL	2	4	0	6
AA10.3	MCAD	161	13	0	174
AA10.3	MCD	2	3	0	5
AA10.3	MSUD	21	4	0	25
AA10.3	OTC	12	4	0	16
AA10.3	PA/MMA	72	17	1	90
AA10.3	PKU	123	8	0	131
AA10.3	RMD	3	0	0	3
AA10.3	SCAD	40	41	3	84
AA10.3	TFP	4	0	0	4
AA10.3	TYRO1	7	0	0	7
AA10.3	VLCAD	41	6	0	47
val_AA10.6.NonSyn.02_filter2	3MCC	8	7	0	15
val_AA10.6.NonSyn.02_filter2	BKT	1	0	0	1
